user,total_logons,after_hours_logons,thumb_drive_count,url_count,role
DTAA/CDF0585,690.0,345.0,0.0,3489.0,0.0
DTAA/CDK0329,720.0,347.0,0.0,3801.0,0.0
DTAA/CDR0453,690.0,345.0,0.0,3282.0,0.0
DTAA/CDS0110,975.0,177.0,0.0,3822.0,0.0
DTAA/CDS0300,690.0,164.0,0.0,3614.0,0.0
DTAA/CDZ0056,1342.0,480.0,0.0,3332.0,0.0
DTAA/CEB0718,690.0,345.0,0.0,2887.0,0.0
DTAA/CGC0877,690.0,345.0,0.0,4673.0,0.0
DTAA/CGH0125,690.0,345.0,0.0,2799.0,0.0
DTAA/CGM0319,1097.0,351.0,0.0,3475.0,0.0
DTAA/CGM0343,1247.0,355.0,0.0,3484.0,0.0
DTAA/CGM0994,5110.0,2665.0,0.0,2005.0,0.0
DTAA/CGR0202,690.0,0.0,0.0,2686.0,0.0
DTAA/CGT0183,690.0,345.0,0.0,3922.0,0.0
DTAA/CHA0174,1276.0,86.0,0.0,2999.0,0.0
DTAA/CHM0645,826.0,180.0,0.0,2829.0,0.0
DTAA/CHS0324,1090.0,429.0,0.0,3189.0,0.0
DTAA/CIB0489,8.0,4.0,0.0,6.0,0.0
DTAA/CJG0638,1198.0,0.0,0.0,2272.0,0.0
DTAA/CJW0317,1185.0,369.0,0.0,3074.0,0.0
DTAA/CKB0536,690.0,187.0,0.0,2402.0,0.0
DTAA/CKR0296,953.0,345.0,0.0,3574.0,0.0
DTAA/CKW0622,690.0,345.0,0.0,2622.0,0.0
DTAA/CLB0995,4836.0,2581.0,0.0,1539.0,0.0
DTAA/CLK0383,1090.0,428.0,0.0,2724.0,0.0
DTAA/CLN0999,4908.0,2572.0,0.0,1322.0,0.0
DTAA/CLP0332,974.0,0.0,0.0,2269.0,0.0
DTAA/CLS0819,690.0,0.0,0.0,2575.0,0.0
DTAA/CMC0814,690.0,345.0,0.0,2967.0,0.0
DTAA/CMF0339,1112.0,441.0,0.0,3050.0,0.0
DTAA/CMM0900,690.0,0.0,0.0,2350.0,0.0
DTAA/CMU0028,690.0,184.0,0.0,2128.0,0.0
DTAA/CNB0615,690.0,180.0,0.0,1976.0,0.0
DTAA/CNS0950,690.0,345.0,0.0,3040.0,0.0
DTAA/CNT0514,690.0,345.0,0.0,2288.0,0.0
DTAA/COS0121,1284.0,481.0,0.0,2155.0,0.0
DTAA/CPM0959,690.0,345.0,0.0,2690.0,0.0
DTAA/CPP0761,702.0,0.0,0.0,2584.0,0.0
DTAA/CPS0559,974.0,345.0,0.0,2354.0,0.0
DTAA/CRC0996,4830.0,2608.0,0.0,1377.0,0.0
DTAA/CRF0074,965.0,345.0,0.0,2660.0,0.0
DTAA/CRJ0934,690.0,0.0,0.0,2322.0,0.0
DTAA/CRM0058,342.0,113.0,0.0,710.0,0.0
DTAA/CSA0071,690.0,0.0,0.0,2598.0,0.0
DTAA/CSB0363,690.0,345.0,0.0,2900.0,0.0
DTAA/CSC0297,1035.0,386.0,0.0,2255.0,0.0
DTAA/CSD0739,690.0,345.0,0.0,2553.0,0.0
DTAA/CSR0189,766.0,408.0,0.0,2223.0,0.0
DTAA/CTF0687,788.0,98.0,0.0,2737.0,0.0
DTAA/CTH0082,804.0,443.0,0.0,3186.0,0.0
DTAA/CTH0856,804.0,299.0,0.0,2144.0,0.0
DTAA/CTR0537,741.0,268.0,0.0,796.0,0.0
DTAA/CVW0133,1054.0,345.0,0.0,2737.0,0.0
DTAA/CWG0305,1081.0,454.0,0.0,3032.0,0.0
DTAA/CYK0330,1089.0,174.0,0.0,2555.0,0.0
DTAA/CZB0163,690.0,345.0,0.0,1818.0,0.0
DTAA/DAG0754,973.0,172.0,0.0,2273.0,0.0
DTAA/DAO0613,818.0,346.0,0.0,1519.0,0.0
DTAA/DAR0341,690.0,345.0,0.0,2311.0,0.0
DTAA/DAV0579,974.0,166.0,0.0,1946.0,0.0
DTAA/DAW0123,440.0,220.0,0.0,831.0,0.0
DTAA/DAW0199,292.0,69.0,0.0,444.0,0.0
DTAA/DAW0221,720.0,262.0,0.0,2608.0,0.0
DTAA/DBA0367,690.0,345.0,0.0,1818.0,0.0
DTAA/DBB0235,1036.0,0.0,0.0,2421.0,0.0
DTAA/DBF0903,1193.0,348.0,0.0,1963.0,0.0
DTAA/DBG0686,690.0,345.0,0.0,2209.0,0.0
DTAA/DBM0698,961.0,345.0,0.0,1771.0,0.0
DTAA/DCB0462,1005.0,691.0,0.0,3162.0,0.0
DTAA/DCC0600,826.0,349.0,0.0,2281.0,0.0
DTAA/DCF0307,690.0,166.0,0.0,2583.0,0.0
DTAA/DCM0725,690.0,0.0,0.0,2223.0,0.0
DTAA/DDD0915,1005.0,434.0,0.0,2761.0,0.0
DTAA/DDJ0535,690.0,345.0,0.0,2559.0,0.0
DTAA/DDK0417,1278.0,86.0,0.0,2379.0,0.0
DTAA/DDW0643,970.0,345.0,0.0,2419.0,0.0
DTAA/DEP0563,690.0,345.0,0.0,2276.0,0.0
DTAA/DFW0798,954.0,0.0,0.0,2221.0,0.0
DTAA/DFZ0063,1080.0,106.0,0.0,1685.0,0.0
DTAA/DGM0240,1206.0,0.0,0.0,2062.0,0.0
DTAA/DIS0382,1136.0,295.0,0.0,1930.0,0.0
DTAA/DJC0162,690.0,409.0,0.0,2768.0,0.0
DTAA/DJW0368,1064.0,256.0,0.0,2364.0,0.0
DTAA/DKB0409,690.0,0.0,0.0,2120.0,0.0
DTAA/DKR0696,690.0,0.0,0.0,2113.0,0.0
DTAA/DLM0723,922.0,352.0,0.0,1961.0,0.0
DTAA/DME0620,690.0,0.0,0.0,2465.0,0.0
DTAA/DMR0377,1214.0,411.0,0.0,2434.0,0.0
DTAA/DNH0619,690.0,0.0,0.0,1947.0,0.0
DTAA/DNM0143,690.0,0.0,0.0,2389.0,0.0
DTAA/DNS0937,1149.0,0.0,0.0,2312.0,0.0
DTAA/DOC0003,690.0,0.0,0.0,1975.0,0.0
DTAA/DOO0986,690.0,0.0,0.0,2209.0,0.0
DTAA/DRD0916,690.0,180.0,0.0,2204.0,0.0
DTAA/DRH0790,690.0,345.0,0.0,2421.0,0.0
DTAA/DRM0312,971.0,345.0,0.0,1799.0,0.0
DTAA/DRN0845,1190.0,0.0,0.0,2178.0,0.0
DTAA/DRO0126,988.0,159.0,0.0,2153.0,0.0
DTAA/DRO0516,690.0,0.0,0.0,1889.0,0.0
DTAA/DRP0428,1132.0,369.0,0.0,1918.0,0.0
DTAA/DSB0887,712.0,170.0,0.0,2283.0,0.0
DTAA/DSH0627,728.0,211.0,0.0,2491.0,0.0
DTAA/DSM0990,4986.0,2645.0,0.0,1299.0,0.0
DTAA/DSS0112,971.0,345.0,0.0,1754.0,0.0
DTAA/DST0527,690.0,345.0,0.0,1727.0,0.0
DTAA/DST0857,690.0,167.0,0.0,2403.0,0.0
DTAA/DTD0380,972.0,0.0,0.0,2162.0,0.0
DTAA/DWB0426,690.0,345.0,0.0,1754.0,0.0
DTAA/DWF0128,445.0,0.0,0.0,390.0,0.0
DTAA/DXM0213,690.0,345.0,0.0,2169.0,0.0
DTAA/EAM0745,690.0,0.0,0.0,2135.0,0.0
DTAA/EAR0695,690.0,345.0,0.0,1779.0,0.0
DTAA/EBP0037,724.0,347.0,0.0,2309.0,0.0
DTAA/EBS0287,972.0,0.0,0.0,1503.0,0.0
DTAA/ECB0185,766.0,177.0,0.0,2110.0,0.0
DTAA/ECB0494,690.0,0.0,0.0,1891.0,0.0
DTAA/ECD0029,668.0,334.0,0.0,2129.0,0.0
DTAA/ECG0753,690.0,345.0,0.0,1771.0,0.0
DTAA/ECM0214,1142.0,180.0,0.0,1797.0,0.0
DTAA/ECT0491,690.0,0.0,0.0,1591.0,0.0
DTAA/EDC0357,690.0,345.0,0.0,1860.0,0.0
DTAA/EDG0766,690.0,0.0,0.0,2020.0,0.0
DTAA/EDH0146,1150.0,403.0,0.0,2624.0,0.0
DTAA/EDR0642,690.0,170.0,0.0,1855.0,0.0
DTAA/EDW0137,690.0,345.0,0.0,2688.0,0.0
DTAA/EEB0134,975.0,0.0,0.0,2095.0,0.0
DTAA/EEK0031,690.0,0.0,0.0,1510.0,0.0
DTAA/EFS0114,690.0,345.0,0.0,2650.0,0.0
DTAA/EGG0294,690.0,182.0,0.0,2356.0,0.0
DTAA/EGM0401,1007.0,350.0,0.0,2471.0,0.0
DTAA/EJB0888,690.0,162.0,0.0,1772.0,0.0
DTAA/EJS0513,969.0,0.0,0.0,1883.0,0.0
DTAA/EKB0587,690.0,174.0,0.0,2388.0,0.0
DTAA/ELA0741,969.0,184.0,0.0,2186.0,0.0
DTAA/ELD1000,4900.0,2364.0,0.0,1640.0,0.0
DTAA/EML0060,690.0,0.0,0.0,2342.0,0.0
DTAA/EMM0782,690.0,167.0,0.0,1784.0,0.0
DTAA/EMR0242,834.0,120.0,0.0,2196.0,0.0
DTAA/EMZ0196,1054.0,173.0,0.0,2319.0,0.0
DTAA/ENB0293,690.0,194.0,0.0,1767.0,0.0
DTAA/END0616,690.0,169.0,0.0,2175.0,0.0
DTAA/ENP0794,690.0,345.0,0.0,2540.0,0.0
DTAA/EOS0972,1242.0,457.0,0.0,1836.0,0.0
DTAA/ERP0254,768.0,347.0,0.0,1927.0,0.0
DTAA/ESB0080,965.0,155.0,0.0,2291.0,0.0
DTAA/EWR0504,987.0,346.0,0.0,1758.0,0.0
DTAA/FAF0578,690.0,345.0,0.0,2604.0,0.0
DTAA/FCG0115,690.0,345.0,0.0,2084.0,0.0
DTAA/FCT0552,690.0,168.0,0.0,2103.0,0.0
DTAA/FDP0500,1150.0,346.0,0.0,2330.0,0.0
DTAA/FES0933,690.0,345.0,0.0,1756.0,0.0
DTAA/FFP0721,994.0,352.0,0.0,1911.0,0.0
DTAA/FGM0119,690.0,0.0,0.0,1918.0,0.0
DTAA/FHM0931,720.0,345.0,0.0,2255.0,0.0
DTAA/FIM0668,690.0,345.0,0.0,2033.0,0.0
DTAA/FJC0138,690.0,345.0,0.0,2074.0,0.0
DTAA/FKR0550,1211.0,463.0,0.0,2091.0,0.0
DTAA/FLC0811,690.0,345.0,0.0,1985.0,0.0
DTAA/FMF0197,690.0,411.0,0.0,2560.0,0.0
DTAA/FNO0471,690.0,178.0,0.0,2283.0,0.0
DTAA/FTB0295,254.0,0.0,0.0,391.0,0.0
DTAA/FUA0154,1073.0,0.0,0.0,2043.0,0.0
DTAA/GBR0420,975.0,345.0,0.0,1734.0,0.0
DTAA/GCH0545,690.0,345.0,0.0,2629.0,0.0
DTAA/GDG0184,1064.0,171.0,0.0,2023.0,0.0
DTAA/GDJ0631,970.0,345.0,0.0,2075.0,0.0
DTAA/GEC0077,690.0,0.0,0.0,2040.0,0.0
DTAA/GHB0863,993.0,186.0,0.0,1938.0,0.0
DTAA/GHC0041,984.0,345.0,0.0,2770.0,0.0
DTAA/GHS0664,690.0,0.0,0.0,2310.0,0.0
DTAA/GJG0820,690.0,345.0,0.0,1964.0,0.0
DTAA/GJH0384,690.0,345.0,0.0,2549.0,0.0
DTAA/GKC0919,740.0,724.0,0.0,2763.0,0.0
DTAA/GKJ0573,690.0,182.0,0.0,2045.0,0.0
DTAA/GLB0715,1140.0,0.0,0.0,1883.0,0.0
DTAA/GMF0571,970.0,345.0,0.0,2034.0,0.0
DTAA/GML0105,812.0,18.0,0.0,773.0,0.0
DTAA/GMS0949,690.0,345.0,0.0,2247.0,0.0
DTAA/GNB0481,690.0,0.0,0.0,1969.0,0.0
DTAA/GNH0394,1044.0,354.0,0.0,1885.0,0.0
DTAA/GRC0474,971.0,345.0,0.0,1693.0,0.0
DTAA/GRG0693,768.0,423.0,0.0,2364.0,0.0
DTAA/GRS0372,1131.0,29.0,0.0,1658.0,0.0
DTAA/GSL0697,750.0,347.0,0.0,2274.0,0.0
DTAA/GTJ0243,690.0,345.0,0.0,1432.0,0.0
DTAA/GTR0327,690.0,345.0,0.0,2689.0,0.0
DTAA/GVH0277,722.0,0.0,0.0,1923.0,0.0
DTAA/GWS0381,690.0,345.0,0.0,2709.0,0.0
DTAA/GYB0248,690.0,178.0,0.0,2296.0,0.0
DTAA/GYT0279,1057.0,212.0,0.0,1748.0,0.0
DTAA/HAG0649,1149.0,206.0,0.0,2111.0,0.0
DTAA/HAS0430,972.0,178.0,0.0,1782.0,0.0
DTAA/HBB0402,1132.0,176.0,0.0,1639.0,0.0
DTAA/HBF0035,954.0,345.0,0.0,2259.0,0.0
DTAA/HBL0517,984.0,171.0,0.0,2207.0,0.0
DTAA/HCC0258,1198.0,164.0,0.0,2106.0,0.0
DTAA/HCG0731,1245.0,140.0,0.0,2102.0,0.0
DTAA/HCJ0171,794.0,207.0,0.0,2108.0,0.0
DTAA/HCM0681,1101.0,354.0,0.0,1201.0,0.0
DTAA/HCP0315,971.0,179.0,0.0,2086.0,0.0
DTAA/HCR0525,690.0,167.0,0.0,2081.0,0.0
DTAA/HCR0795,690.0,345.0,0.0,1607.0,0.0
DTAA/HDB0655,416.0,166.0,0.0,420.0,0.0
DTAA/HDR0261,968.0,402.0,0.0,2504.0,0.0
DTAA/HDR0823,1216.0,0.0,0.0,2062.0,0.0
DTAA/HED0802,1137.0,0.0,0.0,1961.0,0.0
DTAA/HEG0785,690.0,0.0,0.0,2010.0,0.0
DTAA/HER0860,466.0,111.0,0.0,678.0,0.0
DTAA/HFC0680,690.0,0.0,0.0,2043.0,0.0
DTAA/HIB0604,690.0,345.0,0.0,2622.0,0.0
DTAA/HIP0929,690.0,345.0,0.0,1353.0,0.0
DTAA/HJK0057,954.0,345.0,0.0,1652.0,0.0
DTAA/HJP0784,955.0,345.0,0.0,2526.0,0.0
DTAA/HKG0503,690.0,345.0,0.0,2204.0,0.0
DTAA/HKM0260,1048.0,345.0,0.0,2228.0,0.0
DTAA/HKO0796,690.0,345.0,0.0,1972.0,0.0
DTAA/HLA0457,690.0,345.0,0.0,2068.0,0.0
DTAA/HNF0812,286.0,0.0,0.0,156.0,0.0
DTAA/HNK0421,690.0,169.0,0.0,2227.0,0.0
DTAA/HNR0891,960.0,345.0,0.0,2750.0,0.0
DTAA/HNS0858,1169.0,300.0,0.0,2111.0,0.0
DTAA/HOO0224,690.0,345.0,0.0,2294.0,0.0
DTAA/HPF0958,690.0,345.0,0.0,1913.0,0.0
DTAA/HPN0821,690.0,0.0,0.0,1378.0,0.0
DTAA/HRK0729,690.0,345.0,0.0,2190.0,0.0
DTAA/HRT0737,688.0,170.0,0.0,1779.0,0.0
DTAA/HSD0519,1083.0,0.0,0.0,1886.0,0.0
DTAA/HSH0981,690.0,345.0,0.0,2597.0,0.0
DTAA/HSM0389,973.0,345.0,0.0,1680.0,0.0
DTAA/HSR0472,974.0,0.0,0.0,1996.0,0.0
DTAA/HTC0607,1198.0,222.0,0.0,1958.0,0.0
DTAA/HTG0554,690.0,345.0,0.0,2552.0,0.0
DTAA/HTS0265,914.0,129.0,0.0,2054.0,0.0
DTAA/HWG0148,973.0,188.0,0.0,1692.0,0.0
DTAA/IAC0264,690.0,345.0,0.0,2191.0,0.0
DTAA/IAG0152,746.0,475.0,0.0,2441.0,0.0
DTAA/IAH0822,999.0,346.0,0.0,1522.0,0.0
DTAA/ICB0779,590.0,295.0,0.0,1416.0,0.0
DTAA/ICF0629,690.0,345.0,0.0,1632.0,0.0
DTAA/IGB0310,690.0,0.0,0.0,1988.0,0.0
DTAA/IGC0415,690.0,345.0,0.0,2328.0,0.0
DTAA/IHD0259,690.0,0.0,0.0,1736.0,0.0
DTAA/IHF0040,974.0,345.0,0.0,1937.0,0.0
DTAA/IIR0475,974.0,345.0,0.0,2167.0,0.0
DTAA/IJG0454,690.0,0.0,0.0,2165.0,0.0
DTAA/IJJ0342,166.0,83.0,0.0,232.0,0.0
DTAA/IKH0904,1233.0,114.0,0.0,2169.0,0.0
DTAA/IMB0473,1028.0,377.0,0.0,2270.0,0.0
DTAA/IMD0280,690.0,0.0,0.0,2178.0,0.0
DTAA/IMD0776,690.0,187.0,0.0,1982.0,0.0
DTAA/IMF0700,690.0,403.0,0.0,2381.0,0.0
DTAA/IMW0965,690.0,345.0,0.0,1700.0,0.0
DTAA/IRC0991,5015.0,2562.0,0.0,1656.0,0.0
DTAA/IRH0176,142.0,44.0,0.0,63.0,0.0
DTAA/ITC0131,690.0,0.0,0.0,1735.0,0.0
DTAA/IVF0777,690.0,182.0,0.0,1825.0,0.0
DTAA/IVS0463,690.0,0.0,0.0,1684.0,0.0
DTAA/IWM0482,690.0,0.0,0.0,1681.0,0.0
DTAA/JAC0390,690.0,0.0,0.0,1900.0,0.0
DTAA/JAD0531,760.0,169.0,0.0,2153.0,0.0
DTAA/JAH0544,1209.0,280.0,0.0,2040.0,0.0
DTAA/JAM0392,1000.0,346.0,0.0,1580.0,0.0
DTAA/JBA0373,1022.0,356.0,0.0,2265.0,0.0
DTAA/JBL0450,754.0,281.0,0.0,2275.0,0.0
DTAA/JBS0483,973.0,167.0,0.0,1921.0,0.0
DTAA/JBS0654,690.0,0.0,0.0,1955.0,0.0
DTAA/JCC0140,1206.0,345.0,0.0,2351.0,0.0
DTAA/JCC0998,4980.0,2673.0,0.0,893.0,0.0
DTAA/JCG0817,690.0,345.0,0.0,2541.0,0.0
DTAA/JCL0752,690.0,345.0,0.0,1927.0,0.0
DTAA/JCS0873,1070.0,429.0,0.0,1991.0,0.0
DTAA/JCT0410,974.0,345.0,0.0,2094.0,0.0
DTAA/JDM0083,690.0,189.0,0.0,1957.0,0.0
DTAA/JDM0940,690.0,0.0,0.0,2169.0,0.0
DTAA/JDR0685,1114.0,347.0,0.0,1916.0,0.0
DTAA/JFA0081,690.0,345.0,0.0,1893.0,0.0
DTAA/JGB0062,1005.0,159.0,0.0,2277.0,0.0
DTAA/JGC0775,1090.0,441.0,0.0,2484.0,0.0
DTAA/JGS0274,690.0,345.0,0.0,2285.0,0.0
DTAA/JHA0404,1204.0,376.0,0.0,1680.0,0.0
DTAA/JHC0703,716.0,347.0,0.0,2728.0,0.0
DTAA/JHD0512,1196.0,76.0,0.0,1923.0,0.0
DTAA/JHM0408,974.0,345.0,0.0,1902.0,0.0
DTAA/JHN0241,67.0,24.0,0.0,22.0,0.0
DTAA/JIH0640,690.0,0.0,0.0,2041.0,0.0
DTAA/JIP0187,690.0,421.0,0.0,2432.0,0.0
DTAA/JJB0720,690.0,345.0,0.0,2179.0,0.0
DTAA/JJR0278,1132.0,357.0,0.0,2161.0,0.0
DTAA/JKW0464,690.0,0.0,0.0,2254.0,0.0
DTAA/JLC0711,975.0,188.0,0.0,1922.0,0.0
DTAA/JLC0744,788.0,179.0,0.0,1879.0,0.0
DTAA/JLL0301,796.0,56.0,0.0,1982.0,0.0
DTAA/JLL0930,690.0,0.0,0.0,1987.0,0.0
DTAA/JLM0053,962.0,24.0,0.0,978.0,0.0
DTAA/JLV0465,540.0,151.0,0.0,763.0,0.0
DTAA/JMA0875,690.0,0.0,0.0,1889.0,0.0
DTAA/JMC0233,976.0,345.0,0.0,1826.0,0.0
DTAA/JMM0759,1144.0,125.0,0.0,1764.0,0.0
DTAA/JMP0200,690.0,345.0,0.0,2031.0,0.0
DTAA/JMR0906,690.0,345.0,0.0,1310.0,0.0
DTAA/JMR0955,690.0,345.0,0.0,1748.0,0.0
DTAA/JMS0793,690.0,345.0,0.0,1802.0,0.0
DTAA/JNF0543,1073.0,355.0,0.0,1885.0,0.0
DTAA/JPP0841,690.0,153.0,0.0,2230.0,0.0
DTAA/JQH0724,690.0,345.0,0.0,2617.0,0.0
DTAA/JRM0902,48.0,12.0,0.0,17.0,0.0
DTAA/JRP0458,690.0,345.0,0.0,1980.0,0.0
DTAA/JSB0493,990.0,0.0,0.0,2022.0,0.0
DTAA/JSE0020,1133.0,177.0,0.0,1580.0,0.0
DTAA/JSH0326,975.0,192.0,0.0,1842.0,0.0
DTAA/JSH0598,690.0,345.0,0.0,1907.0,0.0
DTAA/JSW0180,1001.0,0.0,0.0,1443.0,0.0
DTAA/JTT0989,4864.0,2506.0,0.0,999.0,0.0
DTAA/JWW0076,690.0,0.0,0.0,1564.0,0.0
DTAA/JXC0393,1108.0,0.0,0.0,2021.0,0.0
DTAA/JXG0567,690.0,345.0,0.0,2224.0,0.0
DTAA/JZO0727,1053.0,161.0,0.0,1546.0,0.0
DTAA/JZV0159,690.0,345.0,0.0,2240.0,0.0
DTAA/KAD0059,1118.0,468.0,0.0,1888.0,0.0
DTAA/KAG0880,1187.0,354.0,0.0,1734.0,0.0
DTAA/KBB0983,690.0,0.0,0.0,2029.0,0.0
DTAA/KBC0337,690.0,345.0,0.0,2209.0,0.0
DTAA/KBC0788,690.0,345.0,0.0,2434.0,0.0
DTAA/KBP0188,690.0,345.0,0.0,1483.0,0.0
DTAA/KCH0987,690.0,345.0,0.0,2076.0,0.0
DTAA/KCN0107,690.0,345.0,0.0,2345.0,0.0
DTAA/KDC0928,690.0,345.0,0.0,2253.0,0.0
DTAA/KDL0806,1211.0,164.0,0.0,1584.0,0.0
DTAA/KEE0997,4942.0,2364.0,0.0,970.0,0.0
DTAA/KEH0055,690.0,162.0,0.0,1843.0,0.0
DTAA/KES0043,690.0,0.0,0.0,1932.0,0.0
DTAA/KFF0225,690.0,524.0,0.0,2932.0,0.0
DTAA/KGC0456,690.0,345.0,0.0,1425.0,0.0
DTAA/KGS0398,1111.0,362.0,0.0,2243.0,0.0
DTAA/KIM0617,690.0,186.0,0.0,1978.0,0.0
DTAA/KIN0073,916.0,352.0,0.0,1554.0,0.0
DTAA/KJG0378,920.0,347.0,0.0,1213.0,0.0
DTAA/KJM0614,950.0,417.0,0.0,2409.0,0.0
DTAA/KKC0575,690.0,0.0,0.0,1891.0,0.0
DTAA/KKT0039,1192.0,163.0,0.0,1919.0,0.0
DTAA/KKW0676,971.0,0.0,0.0,2154.0,0.0
DTAA/KKW0945,999.0,345.0,0.0,1926.0,0.0
DTAA/KLS0717,1081.0,347.0,0.0,1990.0,0.0
DTAA/KMC0840,690.0,345.0,0.0,1652.0,0.0
DTAA/KMG0002,690.0,345.0,0.0,2530.0,0.0
DTAA/KMW0755,690.0,345.0,0.0,2478.0,0.0
DTAA/KNC0403,690.0,162.0,0.0,2110.0,0.0
DTAA/KNH0719,690.0,167.0,0.0,1954.0,0.0
DTAA/KNJ0633,690.0,0.0,0.0,1596.0,0.0
DTAA/KPB0665,370.0,98.0,0.0,474.0,0.0
DTAA/KPC0158,690.0,345.0,0.0,2163.0,0.0
DTAA/KPS0299,690.0,175.0,0.0,1585.0,0.0
DTAA/KRC0021,1212.0,369.0,0.0,1708.0,0.0
DTAA/KRC0455,1193.0,165.0,0.0,1872.0,0.0
DTAA/KRD0507,951.0,345.0,0.0,1606.0,0.0
DTAA/KSB0673,984.0,346.0,0.0,2084.0,0.0
DTAA/KSO0749,690.0,169.0,0.0,1699.0,0.0
DTAA/KSP0927,806.0,46.0,0.0,1786.0,0.0
DTAA/KSW0597,690.0,404.0,0.0,2262.0,0.0
DTAA/KTC0285,690.0,173.0,0.0,2070.0,0.0
DTAA/KTM0960,690.0,177.0,0.0,1894.0,0.0
DTAA/KUC0848,690.0,0.0,0.0,1851.0,0.0
DTAA/KVH0355,954.0,0.0,0.0,1736.0,0.0
DTAA/KYH0920,690.0,0.0,0.0,1529.0,0.0
DTAA/LAH0397,690.0,234.0,0.0,2022.0,0.0
DTAA/LAH0710,690.0,183.0,0.0,2078.0,0.0
DTAA/LAL0170,690.0,345.0,0.0,1518.0,0.0
DTAA/LAM0952,690.0,0.0,0.0,1730.0,0.0
DTAA/LAT0452,690.0,690.0,0.0,2676.0,0.0
DTAA/LAW0437,690.0,345.0,0.0,1724.0,0.0
DTAA/LBB0095,1232.0,348.0,0.0,2252.0,0.0
DTAA/LBC0422,690.0,345.0,0.0,1699.0,0.0
DTAA/LBD0946,690.0,345.0,0.0,1998.0,0.0
DTAA/LCC0556,690.0,167.0,0.0,2104.0,0.0
DTAA/LCG0011,690.0,345.0,0.0,2208.0,0.0
DTAA/LCG0546,973.0,181.0,0.0,1587.0,0.0
DTAA/LCK0551,690.0,345.0,0.0,2355.0,0.0
DTAA/LCK0666,1094.0,514.0,0.0,2691.0,0.0
DTAA/LCL0792,690.0,345.0,0.0,1460.0,0.0
DTAA/LCP0359,690.0,345.0,0.0,2394.0,0.0
DTAA/LDB0961,1087.0,414.0,0.0,2331.0,0.0
DTAA/LDG0406,999.0,0.0,0.0,1704.0,0.0
DTAA/LDM0318,520.0,260.0,0.0,581.0,0.0
DTAA/LEH0561,690.0,0.0,0.0,1884.0,0.0
DTAA/LGA0042,690.0,0.0,0.0,1215.0,0.0
DTAA/LGV0288,690.0,187.0,0.0,1692.0,0.0
DTAA/LIB0089,690.0,345.0,0.0,1621.0,0.0
DTAA/LID0942,1070.0,183.0,0.0,1680.0,0.0
DTAA/LJB0492,690.0,0.0,0.0,1730.0,0.0
DTAA/LJR0772,820.0,441.0,0.0,2204.0,0.0
DTAA/LJU0036,690.0,0.0,0.0,1946.0,0.0
DTAA/LKY0181,319.0,26.0,0.0,202.0,0.0
DTAA/LLB0843,954.0,182.0,0.0,1195.0,0.0
DTAA/LLK0316,690.0,0.0,0.0,1650.0,0.0
DTAA/LMH0690,690.0,511.0,0.0,2585.0,0.0
DTAA/LMJ0323,214.0,107.0,0.0,215.0,0.0
DTAA/LND0767,690.0,345.0,0.0,2017.0,0.0
DTAA/LNM0509,690.0,0.0,0.0,1782.0,0.0
DTAA/LPB0141,690.0,0.0,0.0,1784.0,0.0
DTAA/LPG0099,1109.0,0.0,0.0,1433.0,0.0
DTAA/LQA0232,956.0,0.0,0.0,2094.0,0.0
DTAA/LRH0747,1193.0,196.0,0.0,1884.0,0.0
DTAA/LRS0325,690.0,0.0,0.0,1766.0,0.0
DTAA/LSV0944,690.0,345.0,0.0,1487.0,0.0
DTAA/LTB0150,690.0,345.0,0.0,2414.0,0.0
DTAA/LTM0418,1187.0,172.0,0.0,1902.0,0.0
DTAA/LVC0027,690.0,507.0,0.0,2582.0,0.0
DTAA/LYC0672,690.0,0.0,0.0,1767.0,0.0
DTAA/MAB0532,794.0,169.0,0.0,1663.0,0.0
DTAA/MAG0290,740.0,0.0,0.0,1741.0,0.0
DTAA/MAH0712,690.0,235.0,0.0,2131.0,0.0
DTAA/MAM0947,690.0,411.0,0.0,2287.0,0.0
DTAA/MBD0602,690.0,0.0,0.0,1637.0,0.0
DTAA/MBR0166,1012.0,0.0,0.0,1669.0,0.0
DTAA/MBZ0932,690.0,345.0,0.0,2138.0,0.0
DTAA/MCC0851,690.0,0.0,0.0,1584.0,0.0
DTAA/MCF0427,752.0,294.0,0.0,1979.0,0.0
DTAA/MCF0985,959.0,0.0,0.0,1690.0,0.0
DTAA/MCH0530,1225.0,416.0,0.0,1615.0,0.0
DTAA/MCM0090,690.0,189.0,0.0,1504.0,0.0
DTAA/MCM0346,1112.0,345.0,0.0,2137.0,0.0
DTAA/MCR0314,690.0,345.0,0.0,1885.0,0.0
DTAA/MCR0375,1028.0,350.0,0.0,1902.0,0.0
DTAA/MDC0595,690.0,170.0,0.0,1655.0,0.0
DTAA/MDS0742,690.0,408.0,0.0,2159.0,0.0
DTAA/MDT0356,1127.0,167.0,0.0,1899.0,0.0
DTAA/MED0748,690.0,345.0,0.0,2097.0,0.0
DTAA/MEV0886,1040.0,376.0,0.0,1965.0,0.0
DTAA/MFN0656,690.0,345.0,0.0,1901.0,0.0
DTAA/MGB0728,690.0,345.0,0.0,1976.0,0.0
DTAA/MGF0743,690.0,345.0,0.0,1890.0,0.0
DTAA/MGY0732,766.0,0.0,0.0,464.0,0.0
DTAA/MHM0988,690.0,345.0,0.0,1647.0,0.0
